year,country_code,country,gdp,labor,human_capital,physical_capital
2017,JOR,Jordan,88528.0703125,2.2714436054229736,2.874601125717163,322887.8125
2017,JPN,Japan,5162353.5,68.29595184326172,3.572277784347534,22900656.0
2017,KAZ,Kazakhstan,393552.875,8.615030288696289,3.135796546936035,1142358.5
2017,KEN,Kenya,153124.796875,19.896324157714844,2.305269479751587,394330.0625
2017,KGZ,Kyrgyzstan,64928.44140625,2.550199031829834,3.453345775604248,81286.2109375
2017,KHM,Cambodia,51242.328125,9.181188583374023,1.9021745920181274,138382.171875
2017,KOR,Republic of Korea,1873959.5,26.30535888671875,3.6945011615753174,8896485.0
2017,KWT,Kuwait,175190.078125,2.04443359375,2.243182897567749,709136.4375
2017,LAO,Lao People's DR,45732.74609375,3.5789997577667236,1.9111815690994263,150883.9375
2017,LBR,Liberia,3711.025390625,1.496000051498413,1.810959815979004,16526.421875
2017,LKA,Sri Lanka,261133.203125,7.310664176940918,2.863889694213867,981131.0
2017,LSO,Lesotho,7389.978515625,0.6980000138282776,1.7581549882888794,32740.41015625
2017,LTU,Lithuania,78985.5625,1.382975459098816,3.262708902359009,326608.0625
2017,LUX,Luxembourg,45047.58984375,0.41924363374710083,3.51247239112854,219834.484375
2017,LVA,Latvia,48703.28125,0.8936234712600708,3.127119541168213,397774.53125
2017,MAC,"China, Macao SAR",51221.08984375,0.375,2.8635191917419434,200068.59375
2017,MAR,Morocco,294509.15625,13.00823974609375,1.8929409980773926,1710265.5
2017,MDA,Republic of Moldova,24986.103515625,1.4014612436294556,3.4503729343414307,93525.453125
2017,MDG,Madagascar,40601.54296875,13.08338737487793,1.7052282094955444,110037.328125
2017,MDV,Maldives,6117.7802734375,0.20900000631809235,2.3599395751953125,22589.505859375
2017,MEX,Mexico,2288709.0,56.19820022583008,2.7365002632141113,9272062.0
2017,MLI,Mali,44021.65625,7.217573642730713,1.343654751777649,55200.4140625
2017,MLT,Malta,13969.2607421875,0.19807399809360504,3.1252171993255615,53994.7109375
2017,MMR,Myanmar,306794.28125,31.28388786315918,1.8168261051177979,643155.375
2017,MNG,Mongolia,33475.19140625,1.194000005722046,2.992147207260132,156973.953125
2017,MOZ,Mozambique,41209.05078125,11.070124626159668,1.217721939086914,109189.703125
2017,MRT,Mauritania,13443.1142578125,1.1829999685287476,1.7869350910186768,58348.84375
2017,MUS,Mauritius,28977.607421875,0.5630000233650208,2.60310959815979,107903.8125
2017,MWI,Malawi,19407.658203125,7.2481818199157715,1.9573570489883423,43799.53125
2017,MYS,Malaysia,743163.9375,14.842991828918457,3.034125804901123,2807267.0
2017,NAM,Namibia,26537.8359375,0.7590000033378601,2.225099563598633,124294.3671875
2017,NER,Niger,19299.994140625,9.365900993347168,1.2119362354278564,96472.6484375
2017,NGA,Nigeria,822121.3125,65.15654754638672,1.924225091934204,2461664.75
2017,NIC,Nicaragua,32925.82421875,2.809000015258789,2.2413785457611084,121678.359375
2017,NLD,Netherlands,848082.1875,9.037130355834961,3.3684754371643066,4163233.75
2017,NOR,Norway,338041.84375,2.805572271347046,3.643134832382202,1574070.75
2017,NPL,Nepal,78114.34375,16.586999893188477,1.7700527906417847,250592.234375
2017,NZL,New Zealand,175956.296875,2.529310703277588,3.360656976699829,617119.6875
2017,PAK,Pakistan,1045692.625,60.87498092651367,1.7748057842254639,1945859.875
2017,PAN,Panama,88235.453125,1.9019999504089355,2.8571937084198,318240.3125
2017,PER,Peru,366944.40625,16.91680335998535,2.8029489517211914,1201559.125
2017,PHL,Philippines,800424.5,38.90343475341797,2.6869490146636963,2877833.75
2017,POL,Poland,1041614.3125,16.136886596679688,3.404202461242676,2638046.0
2017,PRT,Portugal,255298.46875,4.84803581237793,2.4782655239105225,2398430.5
2017,PRY,Paraguay,57177.43359375,3.2300000190734863,2.6047675609588623,188594.921875
2017,QAT,Qatar,263455.3125,2.292680501937866,3.092113494873047,1345747.25
2017,ROU,Romania,485826.96875,7.95490837097168,3.233698606491089,1857608.25
2017,RUS,Russian Federation,3331626.25,68.88709259033203,3.403040885925293,16505067.0
2017,RWA,Rwanda,24209.408203125,6.214999675750732,1.8379607200622559,55347.5859375
2017,SAU,Saudi Arabia,1309675.0,12.416424751281738,2.6679980754852295,6743514.5
2017,SDN,Sudan,174347.90625,8.559649467468262,1.591111660003662,846308.625
2017,SEN,Senegal,50716.046875,5.277822971343994,1.5795786380767822,182939.0
2017,SGP,Singapore,413425.84375,3.550139904022217,3.974208116531372,2099481.5
2017,SLE,Sierra Leone,10702.3037109375,2.4210000038146973,1.6132919788360596,25355.572265625
2017,SLV,El Salvador,43359.6640625,2.7160000801086426,2.239347457885742,129833.484375
2017,SRB,Serbia,101384.0390625,3.375,3.391047954559326,461665.8125
2017,SVK,Slovakia,146081.375,2.3769097328186035,3.7937896251678467,689147.1875
2017,SVN,Slovenia,61871.27734375,0.9959228038787842,3.5322117805480957,453280.71875
2017,SWE,Sweden,442183.84375,4.93804407119751,3.4159047603607178,2305795.5
2017,SWZ,Eswatini,10182.6904296875,0.34299996495246887,2.03013014793396,50796.34765625
2017,SYR,Syrian Arab Republic,105909.90625,4.14841890335083,2.5733754634857178,382274.21875
2017,TGO,Togo,12502.3388671875,3.4679999351501465,1.7909032106399536,55997.16796875
2017,THA,Thailand,1102635.0,38.700462341308594,2.743464708328247,5103972.0
2017,TJK,Tajikistan,39257.46484375,2.5661563873291016,3.0508599281311035,446237.90625
2017,TTO,Trinidad and Tobago,55191.48828125,0.6884889006614685,3.067850112915039,264845.9375
2017,TUN,Tunisia,130426.90625,3.4006762504577637,2.6110117435455322,714257.1875
2017,TUR,Turkey,2189993.75,27.026348114013672,2.4443113803863525,8341127.0
2017,TWN,Taiwan,1042791.125,11.763625144958496,3.290738105773926,4174671.25
2017,TZA,U.R. of Tanzania: Mainland,137701.78125,25.301973342895508,1.689918875694275,773946.25
2017,UGA,Uganda,76008.8515625,15.923788070678711,2.3249902725219727,357990.0625
2017,UKR,Ukraine,433451.0,16.182613372802734,3.2724430561065674,2178504.5
2017,URY,Uruguay,68425.625,1.6870039701461792,2.7312982082366943,301881.84375
2017,USA,United States,17712704.0,154.4364471435547,3.7387139797210693,60923964.0
2017,VEN,Venezuela (Bolivarian Republic of),247296.25,13.926997184753418,2.822669267654419,2690508.5
2017,VNM,Viet Nam,569957.4375,53.42366409301758,2.7649338245391846,1552842.125
2017,YEM,Yemen,53657.65625,5.38950777053833,1.7354553937911987,227303.484375
2017,ZAF,South Africa,672752.5,18.079147338867188,2.8092458248138428,2886311.75
2017,ZMB,Zambia,62690.59765625,5.057829856872559,2.6024248600006104,378444.90625
2017,ZWE,Zimbabwe,32068.1015625,9.18125057220459,2.6482479572296143,113144.3359375
